sender_id,receiver_id,value,corrected,corrected_body,origin_body,diff
25,114,0.0,1,"Regarding the schedule for the Meeting with the ABC Company, what time is convenient?

So far, I can arrange my time slots as follows.
Sep. 18 (Thu): 15:00-16:00 
Sep. 19 (Fri): 15:00-17:00

The place for the meeting will be at the office of the ABC Company.
The address is below.

I await your feedback.
","Regarding to the schedule of the Meeting with the ABC Company, how’s your convenience?

So far, I can arrange my time slot as following.
Sep. 18(Thu): 15:00-16:00 
Sep. 19(Fri): 15:00-17:00

The place for the meeting will be the office of the ABC Company.
Its address is below.

I am waiting your feedback.
",10
88,114,0.0,1,"I have purchased and paid for two cabinets from you for 750 pounds inclusive of shipping charges.
Could you please ship my order immediately since I have already made the payment?
","I got 2 cabinets sold to me for 750 pounds including the postage, and I did pay.
I am already done with the payment, so can you ship them immediately?
",5
88,114,2.0,0,"When uploading multiple images, can you make their file name into those images’ “alt” or ”title”?
Also, it’ll be good if users can post movies of YouTube.
Please take those as just your reference, since this is only the opinion of mine.
","When uploading multiple images, can you make their file name into those images’ “alt” or ”title”?
Also, it’ll be good if users can post movies of YouTube.
Please take those as just your reference, since this is only the opinion of mine.
",0
116,114,1.0,1,"Thank you for arranging the schedule.
*Regarding the meeting with A Company, would it possible to let it start at 17:00?
*Regarding the supper on 18th, September, Mr./Ms. Tanaka and I both are available.
*I understand the date and the place for the meeting with B Company.
","Thank you for arranging the schedule.
*Regarding the meeting with A Company, is it possible to let it start at 17:00?
*Regarding the supper on 18th, September, Tanaka and I both are available.
*I understand the date and the place for the meeting with B Company.
",2
150,114,1.0,1,"Thank you for contacting me.

I filled out the “Credit Card authorization form”.
I have attached it to this mail, so please check it.

I checked the contents of the order form.
Is ItemNo “888003” “16800”?
If this is *** of 16800, this order is alright.

Please process the order.

Best regards.
","Thank you for your contact.

I filled in the “Credit Card authorization form”.
And I attached it in this mail, please check it.

I checked the contents of the order form.
Is “888003” of itemNo “16800” right?
If this is *** of 16800, this order is alright.

Please process this order.

Best regards,
",10
156,114,1.0,0,"I guess things are going well.
Did the Sitis reach you yet?
As you know, in order to get an approval from Japanese government, we cannot apply without a written application, an invoice and a sitis.
If the sitis has already reached you, please attach it to me in an email.
And I need to contact to Narita airport, sending the written application to the Japanese government for preparation to go out to meet.

We are really trusting you.
The preparation to welcome them is also done.
The only rest is documents.
","I guess things are going well.
Did the Sitis reach you yet?
As you know, in order to get an approval from Japanese government, we cannot apply without a written application, an invoice and a sitis.
If the sitis has already reached you, please attach it to me in an email.
And I need to contact to Narita airport, sending the written application to the Japanese government for preparation to go out to meet.

We are really trusting you.
The preparation to welcome them is also done.
The only rest is documents.
",0
39,114,1.0,1,"This item is not mine.
Its shipment label is Ste52-034, whereas mine is Ste052-304.
This is your mistake, so please send me $2 which was the cost I incurred to check the product image.

Thank you in advance.","This item is not mine.
Because its shipment label is Ste52-034, mine is Ste052-304.
This is your mistake, so please repay $2 which I paid for checking the product image.

Best regards.
",6
124,114,1.0,1,"On the above page, when you click the “Add a product” button in “INVENTORY”, the following page appears.
Then if you input “japan import” in the blank which is in around the center there and click “Search”, hundred thousands of Japanese products get displayed.

And click “Sell yours” for an exhibit operation for your product there.

The next page is an exhibition screen.
","In the above-mentioned page, when you click the “Add a product” button in “INVENTORY”, following page appears.
Then if you input “japan import” in the blank which is in around the center there and click “Search”, hundred thousands of Japanese products get displayed.

And click “Sell yours” for an exhibit operation for your product there.

The next page is exhibition screen.
",4
25,114,0.0,1,"I have received 2 items
One of them, was missing a manual and the vanity case (outer case).
Please send the missing vanity case and manual immediately.
If you don’t have vanity case and manual, please give me a refund for that item.

Thank you in advance.
","I have received 2 items
For one of them, there are lack of a manual and a vanity case (outer case).
Please send those lacking vanity case and manual immediately.
If you don’t have vanity case and manual, please give me a refund for those.

Thanks in advance.
",5
88,114,0.0,1,"I have received 2 items, and found out that the presentation box (the outer box) and instruction manual were not included with one of them.
Please ship the presentation box and the manual to me immediately.
If you don’t have the presentation box and the manual available, please give me a refund for those.

Thanks in advance.
","I have received 2 items
For one of them, there are lack of a manual and a vanity case (outer case).
Please send those lacking vanity case and manual immediately.
If you don’t have vanity case and manual, please give me a refund for those.

Thanks in advance.
",7
149,114,0.0,1,"I have received 2 items
One of them did not come with the fancy box (outer case) and its instruction manual.
Please send them to me immediately.
If you don’t have them to send to me, please give me a refund for those.

Thanks in advance.
","I have received 2 items
For one of them, there are lack of a manual and a vanity case (outer case).
Please send those lacking vanity case and manual immediately.
If you don’t have vanity case and manual, please give me a refund for those.

Thanks in advance.
",5
88,114,0.0,1,"Thank you for your purchase.
We  have confirmed your payment, and we are preparing for the shipment of your order.
Please allow us some time as we will be providing you with a tracking number for your shipment as soon as the shipment is completed.","Thank you for your purchase.
I checked your deposit, so we are preparing the shipment.
When the shipment is done, we’ll send you its tracking number, so wait a moment.
",5
150,114,1.0,1,"Thank you for your purchase.
I have verified your payment, and we are preparing the shipment.
When the shipment is done, we will send you the tracking number. Thank you for your patience.
","Thank you for your purchase.
I checked your deposit, so we are preparing the shipment.
When the shipment is done, we’ll send you its tracking number, so wait a moment.
",5
25,114,1.0,1,"1.	Thank you for your trying to understand my clumsy English.
2.	I often post comments without checking (if those are the right English sentences), thinking it’ll be ok if I can somewhat convey.
3.	Is my English understandable?
4.	The way she gets delighted is cute.
5.	That he hits (touches?) nearby people when he’s excited is cute.
6.	When I see this scene, I remember that time.
7.	Her way of talking slowly makes me feel relaxed
[8.	May you be in my dream!]????
9.	Which kind of pastry/sweets do you like?  Would you accept some of them from me?
","1.	Thank you for your trying to understand my clumsy English.
2.	I often post comments without checking (if those are the right English sentences), thinking it’ll be ok if I can somewhat convey.
3.	Is my English understandable?
4.	The way she gets delighted is cute.
5.	He slashes (touches?) nearby people when he’s excited is cute.
6.	When I see this scene, I remember that time.
7.	Her way of talking slowly makes me feel healed.
8.	May you be in my dream!
9.	Which kind of pastry do you like?  Would you mind to take those?
",5
106,114,0.0,1,"As you say, your order seems to be suspended.
Since this order will be shipped by Amazon, I need to confirm to Amazon about the detail.
I’ll arrange that Amazon will make a contact to you, so please wait a moment.
If you don’t get a contact from Amazon, please inquire at them.

I have received the following message from my customer.
Please contact the customer regarding the status of payment and shipment.
Please contact me too if anything.
","As you say, your order seems to be suspended.
Since this order will be shipped by Amazon, so I need to confirm to Amazon about the detail.
I’ll arrange that Amazon will make a contact to you, so please wait a moment.
If you don’t get a contact from Amazon, please toss an inquiry to them.

I have received the following message from my customer.
Please make a contact to the customer regarding to the status of payment and shipment.
Please contact me too if anything.
",5
25,114,0.0,0,"Shouldn’t your company send an item with no glitch?
And also regarding the reaction after that, you are demanding the purchaser to fix.
Please take a serious reaction to this issue since also eBay is observing.

I have already lost the customer’s trust.
Plus if you send an inferior goods to the customer, s/he’ll get mad and request refunding.
I cannot take any action because the item is in the customer’s end.
Isn’t it normal that you confirm there is no glitch in the item first?
You send the item after an inspection correct?

If you can confirm that there is no glitch, I’ll arrange for shipment and will tell you its tracking number.
","Shouldn’t your company send an item with no glitch?
And also regarding the reaction after that, you are demanding the purchaser to fix.
Please take a serious reaction to this issue since also eBay is observing.

I have already lost the customer’s trust.
Plus if you send an inferior goods to the customer, s/he’ll get mad and request refunding.
I cannot take any action because the item is in the customer’s end.
Isn’t it normal that you confirm there is no glitch in the item first?
You send the item after an inspection correct?

If you can confirm that there is no glitch, I’ll arrange for shipment and will tell you its tracking number.
",0
229,114,1.0,0,"I am very sorry but the product you purchased got out of stock because they were sold all at once in another shop.
Since we don’t want to bother you, we’ll promptly give you a refund.
Also I have one thing to ask you, when a notification of the cancel from eBay came, it’ll be helpful if you agree with it.
With agreeing with the notification, we can end this trade normally.
If you don’t agree, a commission charge will be occur to the shop, so please cooperate.
We are very happy to have met you via eBay.
","I am very sorry but the product you purchased got out of stock because they were sold all at once in another shop.
Since we don’t want to bother you, we’ll promptly give you a refund.
Also I have one thing to ask you, when a notification of the cancel from eBay came, it’ll be helpful if you agree with it.
With agreeing with the notification, we can end this trade normally.
If you don’t agree, a commission charge will be occur to the shop, so please cooperate.
We are very happy to have met you via eBay.
",0
25,114,-1.0,1,"Thank you for answering our question.

I was relieved that you are an agency of xx.

We appreciate your discount of xx.
However, for our contentious [continuous] business, [we can’t make a predominance with that price.  >?????<]

We trade with some American firms.
Although it depends on products, the market price of a wholesale price is generally less than 50%-off of their market price [RRP
]

Could you sell us this product for $170 per unit/item?
We’ll increase the amount of purchase from now on.
Also we want to buy xx.
","Thank you for answering to our question.

I got relieved that you are an agency of xx.

We appreciate your discount of xx.
However, for our contentious business, we can’t make a predominance with that price.

We trade with some American firms.
Although it depends on products, the market price of a wholesale price is generally less than 50%-off of their established price.

Could you sell us this product for $170 per one?
We’ll increase the amount of purchase from now on.
Also we want to buy xx.
",7
29,114,0.0,1,"Hello,
I purchased this item at Amazon.com.

But this product hasn’t come either with a warranty or a manual.
I’d like you to send those to my address.
","Hello,
I purchased this item at Amazon.com.

But this product hasn’t come neither with a warranty and a manual.
I’d like to you to send those to my address.
",3
149,114,0.0,1,"Hello,
I purchased this item through Amazon.com.

But this product came with neither the warranty nor the instruction manual.
I’d like to you to send those to my address.
","Hello,
I purchased this item at Amazon.com.

But this product hasn’t come neither with a warranty and a manual.
I’d like to you to send those to my address.
",4
150,114,0.0,1,"Hello,

My name is OO.

I’d like to purchase products at fixed intervals.
Until now, I have purchased the following products using coupons.

Part number. OOO
Part number. △△△

This time I would like to order a total of 20 items, and was wondering whether you would be willing to issue me a special coupon?
Please contact me back if this is possible.

Thank you for reading until the end.
Have a nice day.

Kind regards.
","Hello,

My name is OO.

I’d like to purchase commodities at fixed intervals.
Until now, I purchased the following gods using coupon tickets as well.

Part number. OOO
Part number. △△△

Would you please issue coupons only especially for me, since this time I want to order 20 in total?
If it’s possible, I’ll be happy if you contact me.

Thanks for reading till the end.
Have a nice day.

Kind regards.
",11
116,114,1.0,0,"I couldn’t confirm his microchip number in documents that the airport had gave me.
Do they have microchip numbers?  We are in very hurry for registration of them.
How many days since Sarval has got pregnant?  Are there anything I need to be aware?  Can you answer to those questions?

I rely on you.
","I couldn’t confirm his microchip number in documents that the airport had gave me.
Do they have microchip numbers?  We are in very hurry for registration of them.
How many days since Sarval has got pregnant?  Are there anything I need to be aware?  Can you answer to those questions?

I rely on you.
",0
229,114,2.0,1,"Since the item you made an order got sold out,
we ordered them to the manufacturer, but they say its arriving schedule is about xth, x ～ xth, x.

If you wait until then, duo to the system of Amazon the order will be cancelled, so we will treat it as being shipped, and will make a contact you again after they arrived to us.

In case that you cannot wait until then, a cancellation of the item is available, so let us know.
","Since the item you made an order got sold out,
we ordered them to manufacturer, but they say its arriving schedule is about xth, x ～ xth, x.

If you wait until then, duo to the system of Amazon the order will be cancelled, so we will treat it as being shipped, and will make a contact you again after they arrived to us.

In case that you cannot wait until then, a cancellation of the item is available, so let us know.
",1
229,114,1.0,1,"When I tracked with DHL, item seems to have arrived to Japan today.
Although I’ll check DHL in Kansai, please urge from you too.
If the item won’t reach until 11th, I’ll need to pay penalty to customer.
That means I’ll ask you for proper charge too.

Regarding the order of No.6, there is one addition.
Please check the attached file.
It’s a suit of monster jacket 2XL.
If you are already ready for the initial 3 suits, it’s okay if the addition arrives later.

I’ll transfer the price of $360 which subtracts $300 from the total $660 toady.
","When I tracked with DHL, item seems to have arrived to Japan today.
Although I’ll check DHL in Kansai, please urge from you too.
If the item won’t reach until 11th, I’ll need to pay penalty to customer.
That means I’ll ask you for proper charge too.

Regarding the order of No.6, there is one addition.
Please check the attached file
It’s a suit of monster jacket 2XL.
If you are already ready for the initial 3 suits, it’s okay that addition is later.

I’ll transfer the price of $360 which subtracts $300 from total $660 toady.
",4
94,114,0.0,1,"It's regrettable that things has become like this.
The condition of the scratch has been shown by the photos, and we conducted checks before shipping, so if there are scratches other than the original ones, it may have been damaged on the middle of transportation.
Would you please send us photos of the scratches?
An insurance may possibly be applied if you could submit a damage report to post office.
Hopefully it could be sold in ebay, but we hope to help you as much as we can.

Kind regards.","It's regrettable that things has become like this.
Scratched condition has been shown with photos, and we conducted checks before shipping, so if there are other scratches other than the original, possibly it would have been damaged on the middle of transportation.
Would you please send us photos of the scratches?
An assurance may possibly be applied if you could submit a damage report to post office.
Hopefully it could be sold in ebay, but we think we hope to help you as possible as we can.

Kind regards.",9
229,114,0.0,1,"I got a negative feedback for the recent deal from you.
Although we are asking customers to pay within 3 days on our item page,
and the period has past, and we took a cancellation process, then got a negative feedback.
Although I handled the deal as what is written on item page, isn't this subject for deleting?
We are very in trouble.
Please give us an advice.

We handled the deal just as we described on the item page.
And you placed a bid, seeing the page.
You should have checked it.
Plus you are ignoring our messages.

You are the first person who acted like this.

Please would you give us a contact right away?","I got a negative valuation for lately deal from you.
However we are asking customers for payment within 3 days on our item page,
and the period has past, and we took a cancellation process, then got a negative valuation.
Although I handled the deal as what is written on item page, isn't this subject for deleting?
We are very in trouble.
Please give us an advice.

We handled the deal just as we described on the item page.
And you placed a bid, seeing the page.
You should have checked it.
Plus you are ignoring our messages.

You are the first person who acted like this.

Please would you give us a contact right away?",5
118,115,0.0,1,"■Sponsorship: Serite craiseCO., LTD/ SHO planning office CO., LTD
■support: Mainichi Shimbun newspaper campany
■management: tempo primo CO., LTD
■contact: tempo primo CO., LTD 03-5810-7772(from 10:00 to 18:00 on weekday)  
■donation: Mainichi kibou shogakukin(Everyday hope scalaship)

<ticket>
■pre-order for May J. Family (http://fc.avex.jp/mayj/)
period for the pre order
April 2 (Wed)15:00 to April 6 (Sun) 23:59","■Sponsorship: Serite craiseCO., LTD/ SHO planning office CO., LTD
■support: Mainichi Shimbun newspaper campany
■management: tempo primo CO., LTD
■contact: tempo primo CO., LTD 03-5810-7772(from 10:00 to 18:00 on weekday)  
■donation: Mainichi kibou shogakukin(Everyday hope scalaship)

<ticket>
■preceding for May J. Family (http://fc.avex.jp/mayj/)
period for acception
2 april(wed)15:00 to 6 april (sun) 23:59",5
108,115,0.0,1,"About apply for lottery to [jujika ""Gakko no Kaidan(film) Noroi no Kotodama""ver. (the newest of Japanese horror film Haunted School series) ] mu-mo value limited edition",About apply for lottery to [jujika(cross)-film[ghost story -curse soul language-]ver.] mu-mo value limited edition,1
118,115,0.0,1,"The sales detail for [jujika(cross)-film[ghost story -curse soul language-]ver.] mu-mo shop event  velue limited edition!
In mu-mo shop, we will sell it with [a participation ticket for the private autgraph session].

※Please note if you  get mu-mo shop event  velue limited edition in each event venue after it's released, [the participation ticket for the private autgraph session] is not be accompanied with.
The above-mentioned [participation ticket for private autgraph session] will be sent with the mu-mo shop goods to the only person won the lottery .","The sales detail for [jujika(cross)-film[ghost story -curse soul language-]ver.] mu-mo shop event  velue limited edition!
In mu-mo shop, we will sell it with [participation ticket for private autgraph session].

※Please care if you  get mu-mo shop event  velue limited edition in each event venue before selling, [participation ticket for private autgraph session] is not be geined.
Above-mentioned [participation ticket for private autgraph session] is sent only person who elected in apply for lottery in mu-mo shop with goods.",9
118,115,0.0,1,"We will start to accept applications for the lottery from 19:00 on April 4 2014 (Fri)!!

Here is the page you can buy it!
http://sp.mu-mo.net/shop/r/tgs1404/

※If you access to the site before the acceptance for the lottery applications starts, the page will jump to Mu-mo shop.
※Only mu-mo shop members (free registration) can put their names in draw for the mu-mo shop event limited edition with [the ticket for an autograph session with members] . Please resister to be a member beforehand via the free member registration page.","We will start to application for lottery from 19:00 on 4 april 2014 (fri)!!

Here is sales page!
http://sp.mu-mo.net/shop/r/tgs1404/

※Move to mu-mo shop if you access to the site before the time start to application lottery.
※Only mu-mo shop members(for gratis) can apply to mu-mo shop event velue limited edition with [indivisual autograph session] . From free member resistration, please resistrate to the member before.",16
118,115,0.0,1,"※[Back stage invitation] is applied to customers who have proceeded before the show starts. If you registered or upgraded after the show starts, we will offer you an another special gift different from the Back stage invitation. (What the special gift is will be informed later)
※[Back stage invitation]is applied to customers who  have proceeded before the show starts. If you registered or upgraded after the show starts, we will offer you a ""photo session ticket"" that will be conducted after the show.
※If you register for the first time on the spot, you will be required to use your cell phone for registering your personal information.","※[Back stage invitation] is targeted to customers who  have procedured before time to program opening. In cace you admission or upgrading late for opening, we will give you the special favor other than Back stage invitation.(special favor is announced at the late date)
※[Back stage invitation]is targeted to customers who  have procedured before time to program opening.. In cace you admission or upgrading late for opening, we will give you the [photo session participational ticket].
※In case you admission firts time, we will use the cell phone number for resistrating the identify.",22
118,115,-1.0,1,"■Friend Invitation campaign
In case your accompanies become members of B course by your invitation, we will offer a special gift to the members who invited thair friend!

[special gift]
・one pin that are randomly chosen out of 5 kinds

※When your friend register in the venue, the member has to come with him/her to the booth. Then please show us the membership number.
※Friend Invitation is only applied to one member who has Astalight* B course.","■Friend Invitation campaign
In case your accompanies become members of B course why they invite from members of B course, we give a special favor to members who invite thair friend!

[special favor]
・one of a can batch from 5 kinds at random

※when your friend join procedure in the venue, the member have to go with the booth. Then please show us the membership number.
※Invitation friend is targeted one Astalight* B course member to one new join procedured customer.",16
119,115,2.0,1,horror live(tentative title)/ special live(tentative title) summery for how to apply,horror live(interim)/ special live(interim) summery for how to apply,2
119,115,2.0,1,"CD single[jujika(cross)~film[Ghost stories in the school-curse soul of language-]ver.](Type-C)
→entry ticket C for connected with CD single

mini album [horror songs album+[Ghost stories in the school-curse soul of language-]OST(interim)]
→entry ticket for sound truck

Album[Killing Me Softly](Type-A、Type-B、Type-C)
→entry ticket for album

[targeting live-event to apply]
horror live (interim)
special live (interim)","Single[jujika(cross)~film[Ghost story in the school-curse soul of language-]ver.](Type-C)
→single linkaged apply ticket C

mini album [horror songs album+[Ghost story in the school-curse soul of language-]OST(interim)]
→apply ticket for sound truck

Album[Killing Me Softly](Type-A、Type-B、Type-C)
→apply ticket for album

[targeting live-event to apply]
horror live (interim)
special live (interim)",6
119,115,1.0,1,"[each live event date/ hall]
We will show them on the official web site when decision.

[destination for apply]*each live event in common
3-1-30
minamiaoyama, minato-ku
Tokyo
〒107-0062
Avex Entertainment CO., LTD
6th music division sales promotion room
Tokyojosiryu [live event]application clerk

※With respect to the handling of personal information※
The personal information will be used for only hold the event by each Avex group for example informing the prize-winner.","[each live event date/ hole]
We will show on official web site when decision.

[destination for apply]
3-1-30
minamiaoyama, minato-ku
Tokyo
〒107-0062
Avex Entertainment CO., LTD
6th music division sales promotion room
Tokyojosiryu [live event]application clerk

※With respect to the handling of personal information※
The parsonal information will be used for only hold the event by each Avex group for example informing elected.",6
29,115,-1.0,1,"Alligator leather cannot be imported to Canada.
When you expot [spelling] the alligator leather regulated by the Washington Convention, you need a [article] export permit called CITES.
To get the CITES, we need to get the CITES the Japanese importer obtained when he imported this watch.
But we refuse [why?] to get a CITES from the Japanese importer who has the CITES.

We can ship the watch from Japan to Canada, but without a CITES permit, the package will be stopped by Canada's customs, and we are not able to have it delivered to you.","It is prohibited to import to Canada.
When you expot Alligator Leather that was determined by Washington Convention, you need a export permission named CITES.
To get the CITES, we need tp get a CITES that gotten from japanese importers when they imported this Watch.
But, we refuse to get CITES from the japanese importer that has its CITES.

We can send Watch from Japan to Canada, but we are not able to deliver to customer without CITES because it stops at the custom house.",14
117,115,-1.0,1,"IGI5565
Thank you very much for contacting me.
I apologize for the inconvenience.
I am very sorry.

We will proceed with the full amount refund procedure as soon as possible.
I am sorry but can I request for the procedure below?
Thank you.","Thank you your contact.
I apologized inconvenient.
I'sorry very much.

We will procedure to payback full cost as soon as possible.
And sorry for please procedure desbribed?
Thank you.",9
118,115,0.0,1,"How to return goods and refund

Please log-in to B.
And choose order history, return goods, then cancel.  
It will issue the label of address where you have to send back to.
And that is the all things you need to do.

Could you please tell me the trucking number and  delivery cost? I'd like to pay it for you.
After confirming it, I will refund you the total amount of the product price and the delivery charges.

I have responsibility to correspondence.
I hope I can help you in the future, too.
Have a good day.","How to return goods and payback

Please log-in B.
And choose the cancel. return goods from order history.
It will issue the label of address we have to send back.
And it is all thing you need to do.

Please show me the trucking number and  delivery cost because I owe your delivery cost.
Iwill peyback the product charge, postage after checking.

I have responsibility to correspondence.
I hope i can help you in the future.
Have a good day.",15
29,115,-2.0,0,"Review the basic before thorough analysis iBeacon! 

It calls secret killer contents of iOS7 ""iBeacon""
It have been about half year when release in September 2013, but now service that is be able to call flagship is not debut.

Maybe many Industry participant who have an interest have a question  ""what can do specific with it? what kind of function is great? "" 

Then, TechTech make unique investigated to reveal iBeacon's feature and limit titled ""ffeaturing iBeacon"".","Review the basic before thorough analysis iBeacon! 

It calls secret killer contents of iOS7 ""iBeacon""
It have been about half year when release in September 2013, but now service that is be able to call flagship is not debut.

Maybe many Industry participant who have an interest have a question  ""what can do specific with it? what kind of function is great? "" 

Then, TechTech make unique investigated to reveal iBeacon's feature and limit titled ""ffeaturing iBeacon"".",0
33,115,-2.0,0,"Then, when exceed 400ppm density of year's average?

If, density rises in this way, it seems that average of year exceeds 400ppm in these obervatories is in next April .(Strictly speaking, it will determinable in next autumn. In April is time that as it were ""be sure"" in an election.) In Hawaii, density is less than another, so after next autumun, and in the Southern Hemisphere's density is follow to Northen Hemisphere by 1 to 2 year, so density will exceed 400ppm the year after next.","Then, when exceed 400ppm density of year's average?

If, density rises in this way, it seems that average of year exceeds 400ppm in these obervatories is in next April .(Strictly speaking, it will determinable in next autumn. In April is time that as it were ""be sure"" in an election.) In Hawaii, density is less than another, so after next autumun, and in the Southern Hemisphere's density is follow to Northen Hemisphere by 1 to 2 year, so density will exceed 400ppm the year after next.",0
142,115,0.0,1,"Thank you caring about us.
Now We and 6PM are furthering forward composition.

To decrease a debt, We asked 6PM to continuously work to adjust a program for producing with your campany.

About a payment, our campany will do directly pay your campany.
And about arrange for forwarder, our campany directly arrange them for you.
From now on, your campany will be contacted by 6PM again, please be reminded.

From now on, on exchange with 6PM, if you feel uneasiness even a little, please consult us to this mail address(English only).

Thank you. ","Thank you for worrying me.
Now I and 6PM are furthering forward composition.

To decrease a debt in some small way, I asked to continuously work to adjust a program for produce with your campany to 6PM.

About a payment, our campany will do directly to your campany.
And about arrange for forwarder, our campany directly arrange.
From now on, your campany will be contacted by 6PM again, please good care for it.

From now on, on exchange with 6PM, you feel uneasiness even little, please consult to this mail address(English only).

Thank you. ",12
2,115,0.0,1,"I asked to DHL many times but I'm regret that the Brackets did not discover.

I only paid the price of the product and charge but the product did not arrive at me, anyone can understand my empty heart.
You would not complain the file to DHL, so I want to resign MYUS's account.

What should I do?","I asked to DHL many times but I'm regret that the Brackets did not discover.

I only paid the price of product and charge but the product did not arrive at me, anyone can understand my empty-hearted.
You would not complain the file to DHL, so I want to resignation of MYUS's account.

How do I do?",4
139,115,1.0,1,"I confirmed again sales policy, contracts and products with restrictions.
From now on I aim to be the best seller by practicing all of above mentioned suggestions to raise up consumer satisfaction to maximum.

・bissiness experience→3 years
・stock is 500000€
・1000 to 2000 shipments per month available
・supplier information→ purchases from wholesalers and producers  in Japan
・expected monthly sales→10 to 20 million

Thank you very much. I hope sincerely sales rehabilitation.","I confirmed again sales policy and products that has restriction.
From now on I aim at best seller practicing all of above to raise up consumer satisfaction to maximam.

・bissiness experience→3 years
・stock is 500000€
・I can delivery aveilable 1000~2000 per month
・supplier information→ purchases from saler and procducers in Japan
・expected monthly sales→ten~twenty million

Thank you very much. I hope sincerely sales rehabilitation.
",11
84,115,0.0,1,"Thank you for your message.
I will explain about the product.
Below is the description of the product.

And I will enclose the photos.

Thank you for your message.
I have processed the cancellation and refund.","Thank you for your message.
I explain about products.
The explain is below.

And I enclose about photos.

Thank you for your message.
I coped with your cancel and payback.",7
142,115,1.0,1,"Thank you for your message.
I would like to explain about products.
The explaination is below.

 I also enclose  photos.

Thank you for your message.
I have dealed with your cancelations and payback.","Thank you for your message.
I explain about products.
The explain is below.

And I enclose about photos.

Thank you for your message.
I coped with your cancel and payback.",7
149,115,-1.0,0,"3 site at Osaka, Kyoto

1.TOHO Cinemas Namba
Time of 10:00  Before screening stage greeting

2.TOHO Cinemas Kuzuha mall
Time of 12:30 After screening stage greeting

3.TOHO Cinemas Nijo
Time of 16:01 쳀z챰z""","3 site at Osaka, Kyoto

1.TOHO Cinemas Namba
Time of 10:00  Before screening stage greeting

2.TOHO Cinemas Kuzuha mall
Time of 12:30 After screening stage greeting

3.TOHO Cinemas Nijo
Time of 16:01 쳀z챰z""",0
154,116,0.0,0,"The household energy consumption for hot water supply increased with the development of indoor Furo in urban houses from the latter part of the 1960s. After that, it has dramatically increased because of the changes of the increase in hot water consumption and the way Furo and shower is used. The energy consumption for cooling has increased with the rise of ownership ratio of air-conditioner. The ratio of the overall energy consumption for house cooling accounted only for a few percentages but the spread of cooling instruments is the major cause of the peak of the electricity used so this affects the demand for electricity. The energy consumption for kitchen has not grown so much from the middle of the 1970s.
","The household energy consumption for hot water supply increased with the development of indoor Furo in urban houses from the latter part of the 1960s. After that, it has dramatically increased because of the changes of the increase in hot water consumption and the way Furo and shower is used. The energy consumption for cooling has increased with the rise of ownership ratio of air-conditioner. The ratio of the overall energy consumption for house cooling accounted only for a few percentages but the spread of cooling instruments is the major cause of the peak of the electricity used so this affects the demand for electricity. The energy consumption for kitchen has not grown so much from the middle of the 1970s.
",0
138,116,1.0,0,"KODA KUMI DRIVING HIT'S

rhythm zone

Extra special DRIVING MIX by HOUSE NATION's remixers has come out! 
This Ultimate MIX CD includes well-sold songs such as ""TAKE BACK"", ""real Emotion"", ""Cutie Honey"", ""Butterfly"", ""Ainouta""!
Now it's special price- ￥2,000!","KODA KUMI DRIVING HIT'S

rhythm zone

Extra special DRIVING MIX by HOUSE NATION's remixers has come out! 
This Ultimate MIX CD includes well-sold songs such as ""TAKE BACK"", ""real Emotion"", ""Cutie Honey"", ""Butterfly"", ""Ainouta""!
Now it's special price- ￥2,000!",0
138,116,1.0,0,"Both A side single is released only about 2 months from previous one. This new single includes the epic classical ballad""Alive"" that is adopted as the theme song of much-talked-about ""Kamui gaiden""  staring Kenichi Matsuyama, who comes under spotlight as No.1 young actor, and danceable, edgy song ""Physical thing"", which Kumi Koda shows its true worth.","Both A side single is released only about 2 months from previous one. This new single includes the epic classical ballad""Alive"" that is adopted as the theme song of much-talked-about ""Kamui gaiden""  staring Kenichi Matsuyama, who comes under spotlight as No.1 young actor, and danceable, edgy song ""Physical thing"", which Kumi Koda shows its true worth.",0
149,116,0.0,1,"3/22 Cheeky Parade PREMIUM LIVE  You may  be able to watch ""Chikinology""  performed in ""THE FIRST"" again.

Don't miss it!

☆★The date of the performance☆★

【Date】
Aug 16, 2014 (Sat)

【The venue】
EX THEATER ROPPONGI
Website：http://www.tv-asahi.co.jp/ex-theater/

【Time】
《Part I》Open 12:00/ Start 13:00
《Part II》Open 16:00/ Start 17:00

【Price/ Seat type】
Advanced sale ticket: Gallery 3,900 yen (tax included)

","3/22 Cheeky Parade PREMIUM LIVE  You may  be able to watch ""Chikinology""  performed in ""THE FIRST"" again.

Please look forward to watching it!

☆★The date of the performance☆★

【Date】
2014/8/16(Sutarday)

【The venue】
EX THEATER ROPPONGI
Website：http://www.tv-asahi.co.jp/ex-theater/

【Time】
《The first stage》Open 12:00/ Closed 13:00
《The second stage》Open 16:00/ Closed 17:00

【Price・the type of seats】
Advance sale of tickets: Standing seat 3,900 yen (tax included)

",8
